Time,Distance,TargetVelocity,ActualVelocity,StateOfCharge,BatteryPower,BatteryCurrent,MotorTorque,MotorSpeed,MilesPerGallon
95,0.464919843324643,30.80005105408,30.640801360457,99.2735694016281,3325.87375512846,46.5089471466532,10.5392991863094,2983.17671892842,435.192463844548
96,0.473473937463884,30.40005039104,30.7606838127351,99.2632970401896,105.393341213019,1.45465575570154,0.612395830080342,2994.84842869987,437.094099038485
97,0.481953402735167,29.90004956224,30.288659459067,99.2632325647715,0.00471244193178677,6.50114826647481e-05,3.04587657469556e-05,2948.89231788982,444.886450849363
98,0.490301881180735,29.5000488992,29.8224805595427,99.2632325618902,2.10652606469353e-07,2.9061022259665e-09,1.38283131442416e-09,2903.50531826287,452.592847660108
99,0.498532425665077,29.80004939648,29.5458294417527,99.2596487176047,2016.92428343099,28.0494468470138,6.23846898862164,2876.57067108613,457.870395272932
100,0.506796030866803,30.30005022528,30.0603103794487,99.2418949029731,3959.01809295273,55.5048267036818,12.8247135297469,2926.66033870324,454.469696653179
101,0.515247389698233,30.70005088832,30.746977437553,99.2209688993733,3300.50171844188,46.1457160339171,10.6788551601657,2993.51398124652,449.656891480018
102,0.523843435221979,30.90005121984,31.0685811452325,99.2064108287702,1992.46628137423,27.7065142837095,6.40798587170351,3024.8251954078,448.775877442066
103,0.53248107996736,31.0000513856,31.0962260964813,99.1969500063845,1552.02238978872,21.5420225774323,4.89229145388411,3027.51669730396,450.76962753214
104,0.54110946915533,30.90005121984,30.9956284315024,99.1898995722559,987.169356809551,13.6704994559874,3.16789688645063,3017.72254705922,454.064242721867
105,0.549677245889051,30.40005039104,30.630200348243,99.1879402434144,1.10301920946387,0.015214298040699,0.00704034345561459,2982.14460842772,460.158341159589
106,0.558119406790052,29.80004939648,30.1554587585366,99.1879395690708,4.93008434077069e-05,6.80019039847937e-07,3.2006368400526e-07,2935.92394855468,467.225280668823
107,0.566433804323096,29.90004956224,29.7545860026326,99.1866108226873,1080.84699265112,14.971791875479,3.17694680862459,2896.8951301306,473.366507151378
108,0.57471255576737,30.20005005952,29.9660748740944,99.1742219220766,3079.622132235,43.0098610619945,9.94330729152327,2917.48560588987,472.97362727017
109,0.583116312161234,30.70005088832,30.5800279861535,99.1544618987639,3828.27883941644,53.6309335191452,12.2716928912025,2977.2598464152,468.642456751554
110,0.591703619489814,31.20005171712,31.2279705782027,99.1335931468006,3554.44689754931,49.7360908121734,11.2309982896194,3040.34328973198,464.09777241193
111,0.600457055330065,31.80005271168,31.804427211403,99.1132494304197,3796.00406901487,53.1652756367982,11.6727608307611,3096.46688739526,460.146747966592
112,0.609368547910585,32.20005337472,32.3142568402698,99.0937646229455,3086.37738677437,43.0985704635353,9.45768713702079,3146.10370536107,456.945125391681
113,0.6183842010738,32.40005370624,32.5452510421288,99.0793577862678,2150.09043863061,29.9076139159196,6.54580343565835,3168.59321263885,456.441510964184
114,0.627419096933197,32.20005337472,32.4183090272603,99.0719829529816,532.835849851382,7.36339186563479,1.74509577530849,3156.2341865496,459.441481879106
115,0.636361528134192,31.70005254592,31.9404158392767,99.0712811623163,0.119562650971794,0.00164870405792359,0.000732695386938496,3109.70668827186,465.647911923016
